,Symbol,Name,Exchange,Sector,industry,dividendRate,exDividendDate,lastSplitDate,lastSplitFactor,Buy,Sell,Hold,Previous_Earnings_Date,Expected,Actual,Surprise,Future Earnings Date,daysSinceLastDividend,BBP,Exponential Moving Average,day1,day2,day3,day4,close on day 0,close on day 1,close on day 2,close on day 3,close on day 4
329,EQNR,Equinor ASA,NYSE,Energy,Integrated oil Companies,0.36,1597363200.0,0,0.0,0.0,0.0,0.0,2020-07-23,-,0.2,-,,-22.0,0.9616327373299111,0.8492015329371339,0.0,0.0,1.0,0.0,15.21719741821289,15.08790111541748,15.038171768188477,15.356439590454102,15.08790111541748
330,EL,"Estee Lauder Companies, Inc. (The)",NYSE,Consumer Non-Durables,Package Goods/Cosmetics,1.92,1598572800.0,0,0.0,6.0,0.0,1.0,2020-08-19,-0.19,-0.53,-174.61,,-9.0,1.2823596735700347,1.0361364166865894,1.0,1.0,1.0,1.0,211.0308837890625,212.89674377441406,211.6195831298828,213.4954071044922,212.81690979003906
331,ETH,Ethan Allen Interiors Inc.,NYSE,Consumer Durables,Home Furnishings,0.84,1602028800.0,0,0.0,0.0,0.0,1.0,2020-08-03,-0.54,-0.15,+72.38,2020-11-02,-65.0,0.0720679210398707,0.6729974413251117,1.0,1.0,1.0,1.0,11.6899995803833,11.800000190734863,11.979999542236328,12.289999961853027,11.84000015258789
332,EVRI,Everi Holdings Inc.,NYSE,Consumer Services,Services-Misc. Amusement & Recreation,,0.0,0,0.0,2.0,0.0,0.0,2020-06-01,-0.1,-0.16,-56.86,,0.0,0.9396673958000304,0.37243255409340414,1.0,1.0,1.0,1.0,5.909999847412109,6.179999828338623,6.139999866485596,6.210000038146973,6.369999885559082
333,EXPR,"Express, Inc.",NYSE,Consumer Services,Clothing/Shoe/Accessory Stores,,1292284800.0,0,0.0,0.0,0.0,0.0,2020-08-25,-1.16,-1.48,-27.59,2020-12-03,3542.0,0.25758904094172547,0.3020356214337696,0.0,0.0,0.0,0.0,1.2100000381469727,1.1399999856948853,1.100000023841858,1.0499999523162842,1.0499999523162842
334,XOM,Exxon Mobil Corporation,NYSE,Energy,Integrated oil Companies,3.48,1597190400.0,0,0.0,0.0,1.0,4.0,2020-07-30,-0.61,-0.7,-14.38,2020-10-30,-13.0,-0.0005434372230667398,0.6636595602971234,0.0,1.0,0.0,1.0,42.85456848144531,42.58979415893555,43.217411041259766,42.70746994018555,43.178184509277344
335,FNB,F.N.B. Corporation,NYSE,Finance,Major Banks,0.48,1599091200.0,0,0.0,0.0,0.0,0.0,2020-07-15,0.12,0.26,+109.68,2020-10-15,-50.0,-0.690745208782046,0.6120428127458836,0.0,1.0,1.0,1.0,6.79033088684082,6.534463405609131,6.908423900604248,7.026516437530518,6.9379472732543945
336,FDS,FactSet Research Systems Inc.,NYSE,Technology,"Computer Software: Programming, Data Processing",3.08,1598572800.0,0,0.0,0.0,1.0,2.0,2020-06-24,2.43,2.86,+17.55,2020-12-17,-65.0,-0.031136368126532848,1.1614767683978466,1.0,1.0,1.0,1.0,299.4471130371094,300.7742004394531,302.9594421386719,308.4474792480469,305.5438232421875
337,FDX,FedEx Corporation,NYSE,Transportation,Air Freight/Delivery Services,2.6,1599091200.0,0,0.0,15.0,0.0,3.0,2020-09-15,2.69,-,-,2020-12-17,12.0,0.4254280795693593,1.3681529932801775,1.0,1.0,1.0,1.0,221.0500030517578,225.75,224.44000244140625,232.7899932861328,236.33999633789062
338,FCAU,Fiat Chrysler Automobiles N.V.,NYSE,Capital Goods,Auto Manufacturing,,0.0,0,0.0,1.0,0.0,0.0,2020-07-30,-1.15,-0.65,+43.63,,0.0,0.6259962240313649,0.7636222348238932,0.0,1.0,1.0,1.0,10.550000190734863,10.510000228881836,10.720000267028809,10.859999656677246,10.930000305175781
339,FINV,FinVolution Group,NYSE,Finance,Finance: Consumer Services,0.12,1586131200.0,0,0.0,0.0,0.0,0.0,2020-08-24,-,-,-,,140.0,0.9710130058481757,0.8043230896052872,0.0,0.0,1.0,0.0,2.4000000953674316,2.2100000381469727,2.059999942779541,2.6500000953674316,2.3499999046325684
340,FAF,First American Corporation (The),NYSE,Finance,Specialty Insurers,1.76,1599177600.0,0,0.0,1.0,0.0,0.0,2020-07-22,0.75,1.05,+40,2020-10-22,-44.0,1.0858646466003978,0.8027416330390238,1.0,1.0,1.0,1.0,52.3127326965332,53.83005142211914,53.6713752746582,53.78046417236328,53.4234504699707
341,FBP,First BanCorp.,NYSE,Finance,Major Banks,0.2,1598400000.0,0,0.0,0.0,0.0,1.0,2020-07-27,0.06,0.1,+75.44,2020-10-20,-30.0,-0.4745514940978837,0.5112887985584067,1.0,1.0,1.0,1.0,5.135952472686768,5.611870765686035,5.611870765686035,5.899404525756836,5.750680446624756
342,FHN,First Horizon National Corporation,NYSE,Finance,Major Banks,0.6,1599696000.0,0,0.0,4.0,0.0,0.0,2020-07-16,0.22,0.2,-9.09,2020-10-14,-56.0,-1.067636465896406,0.6041857767273878,1.0,1.0,1.0,1.0,8.227999687194824,8.729947090148926,8.75947380065918,8.582316398620605,9.20236873626709
343,FRC,FIRST REPUBLIC BANK,NYSE,,,0.8,1595980800.0,0,0.0,4.0,1.0,6.0,2020-07-13,1.17,1.4,+19.97,2020-10-13,-16.0,-0.36198206938255306,0.987455365664618,0.0,0.0,0.0,0.0,105.60144805908203,103.41534423828125,103.61499786376953,102.12764739990234,105.29199981689453
344,FPF,First Trust Intermediate Duration Preferred & Income Fund,NYSE,,,,0.0,0,0.0,,,,2020-06-29,-,-,-,,0.0,0.09156497640013352,0.9075038023629172,1.0,0.0,0.0,0.0,20.696306228637695,20.833757400512695,20.647216796875,20.382131576538086,20.36249542236328
345,FBC,"Flagstar Bancorp, Inc.",NYSE,Finance,Savings Institutions,0.2,1598832000.0,0,0.0,2.0,0.0,0.0,2020-07-27,1.32,2.03,+53.44,2020-10-20,-35.0,-0.037751048394776866,0.7567700967839308,1.0,1.0,1.0,1.0,28.00541877746582,29.033782958984375,29.153593063354492,29.323322296142578,29.083702087402344
346,FLR,Fluor Corporation,NYSE,Basic Industries,Military/Government/Technical,,1582848000.0,0,0.0,0.0,0.0,0.0,2020-09-15,-,-,-,,200.0,-0.7756100316829591,0.5602208461811639,1.0,1.0,1.0,1.0,8.329999923706055,9.430000305175781,8.90999984741211,9.069999694824219,9.15999984741211
347,FMX,Fomento Economico Mexicano S.A.B. de C.V.,NYSE,Consumer Non-Durables,Beverages (Production/Distribution),1.4,1597708800.0,0,0.0,0.0,0.0,0.0,2020-07-23,0.32,-0.06,-118.89,,-26.0,-0.7219245237499888,0.665684207887534,1.0,0.0,1.0,1.0,57.12430953979492,57.12430953979492,57.045230865478516,59.62516403198242,60.593875885009766
348,FL,"Foot Locker, Inc.",NYSE,Consumer Services,Clothing/Shoe/Accessory Stores,0.6,1602720000.0,0,0.0,1.0,0.0,6.0,2020-08-20,0.69,0.71,+2.9,2020-11-20,-56.0,0.03105059234736269,0.7489375923591611,0.0,0.0,0.0,0.0,29.239999771118164,28.729999542236328,28.399999618530273,27.200000762939453,27.5
349,FTAI,Fortress Transportation and Infrastructure Investors LLC,NYSE,,,1.32,1597363200.0,0,0.0,3.0,0.0,0.0,2020-07-29,-0.21,-0.18,+15.49,2020-10-29,-16.0,0.8728263633498877,0.8160510593759331,0.0,0.0,0.0,0.0,14.718286514282227,14.708480834960938,14.394700050354004,14.463338851928711,14.208392143249512
350,FBHS,"Fortune Brands Home & Security, Inc.",NYSE,Basic Industries,Homebuilding,0.96,1598486400.0,0,0.0,1.0,0.0,3.0,2020-07-28,0.6,0.94,+57.98,2020-10-21,-30.0,0.740306086040243,1.0505661728254712,1.0,1.0,1.0,1.0,68.95628356933594,70.32244110107422,70.80110168457031,70.80110168457031,74.05197143554688
351,FEDU,Four Seasons Education (Cayman) Inc.,NYSE,Consumer Services,Other Consumer Services,,1579132800.0,0,0.0,0.0,0.0,0.0,2020-08-19,-,-,-,,216.0,-0.3256988321350302,0.614826748460429,1.0,0.0,0.0,1.0,1.159999966621399,1.1799999475479126,1.1100000143051147,1.1399999856948853,1.190000057220459
352,FC,Franklin Covey Company,NYSE,Consumer Services,Other Consumer Services,,0.0,0,0.0,0.0,0.0,0.0,2020-07-08,-0.3,-0.79,-165.1,,0.0,-0.4216815169626901,0.598627291191143,1.0,0.0,0.0,0.0,21.399999618530273,21.770000457763672,21.290000915527344,21.290000915527344,20.15999984741211
353,FMS,Fresenius Medical Care Corporation,NYSE,Health Care,Misc Health and Biotechnology Services,0.72,1598572800.0,0,0.0,2.0,0.0,0.0,2020-07-29,0.53,0.6,+14.29,,-30.0,1.1682406608996996,1.2013468290129583,0.0,0.0,0.0,0.0,44.82847213745117,44.71044921875,43.854793548583984,44.67110824584961,44.149845123291016
354,FRO,Frontline Ltd.,NYSE,Transportation,Marine Transportation,2.0,1599696000.0,0,0.0,1.0,0.0,0.0,2020-08-26,1.04,1.05,+0.57,,-15.0,0.251297298972677,0.8374334324385186,1.0,0.0,0.0,1.0,7.826836109161377,7.836198806762695,7.817474365234375,7.817474365234375,7.836198806762695
355,FF,FutureFuel Corp.,NYSE,Basic Industries,Major Chemicals,0.24,1606694400.0,0,0.0,0.0,0.0,0.0,2020-08-07,-,-,-,2020-11-06,-115.0,0.45840016566548913,1.5004224219245605,1.0,0.0,1.0,1.0,13.11643123626709,13.166189193725586,13.076623916625977,13.285611152648926,13.643875122070312
356,GAB,"Gabelli Equity Trust, Inc. (The)",NYSE,,,0.6,1600128000.0,0,0.0,0.0,0.0,0.0,2020-09-04,-,-,-,,-11.0,0.3223726969574093,0.9456186588958703,1.0,1.0,1.0,0.0,5.32269287109375,5.3518853187561035,5.342154026031494,5.3518853187561035,5.312962532043457
357,GME,Gamestop Corporation,NYSE,Consumer Services,Electronics Distribution,,1552521600.0,0,0.0,0.0,0.0,0.0,2020-09-08,-1.13,-1.4,-23.35,2020-12-08,544.0,1.7198091453934163,0.844321734507907,1.0,1.0,1.0,1.0,7.650000095367432,7.710000038146973,7.820000171661377,7.650000095367432,7.699999809265137
358,GPS,"Gap, Inc. (The)",NYSE,Consumer Services,Clothing/Shoe/Accessory Stores,,1617667200.0,0,0.0,3.0,0.0,7.0,2020-08-26,-0.41,-0.17,+58.74,2020-11-19,-223.0,0.4706902154812933,0.9029669767083983,0.0,0.0,1.0,1.0,14.880000114440918,14.579999923706055,14.430000305175781,15.5,17.110000610351562
359,GATX,GATX Corporation,NYSE,Consumer Services,Transportation Services,1.92,1600041600.0,0,0.0,1.0,0.0,0.0,2020-07-20,0.94,1.05,+11.35,2020-10-20,-56.0,-0.07585944083298225,0.760433498098188,1.0,1.0,1.0,1.0,59.57233428955078,60.71356964111328,64.00825500488281,64.95101165771484,62.8074836730957
360,GCP,GCP Applied Technologies Inc.,NYSE,Basic Industries,Major Chemicals,,0.0,0,0.0,0.0,0.0,0.0,2020-08-04,-0.01,0.09,+1000,2020-11-04,0.0,0.5668110601217045,0.936328376472351,1.0,1.0,1.0,1.0,22.399999618530273,23.239999771118164,22.670000076293945,22.81999969482422,22.81999969482422
361,GAM,"General American Investors, Inc.",NYSE,,,0.37,1573776000.0,0,0.0,0.0,0.0,0.0,2020-08-03,-,-,-,2020-10-21,262.0,0.49789564528385283,0.8864261203059873,0.0,1.0,1.0,1.0,33.08000183105469,32.90999984741211,33.33000183105469,33.22999954223633,33.20000076293945
362,GIS,"General Mills, Inc.",NYSE,Consumer Non-Durables,Packaged Foods,1.96,1594252800.0,0,0.0,4.0,1.0,2.0,2020-06-30,1.06,1.1,+3.68,2020-12-16,-9.0,-0.3801742527345697,1.1735297486113494,0.0,0.0,0.0,0.0,60.52510452270508,59.82063293457031,59.860321044921875,58.74903869628906,60.267127990722656
363,GCO,Genesco Inc.,NYSE,Consumer Services,Clothing/Shoe/Accessory Stores,,103161600.0,0,0.0,0.0,0.0,0.0,2020-09-02,-1.85,-1.23,+33.51,2020-12-04,17313.0,0.010483052504571395,0.4686591398805886,1.0,1.0,1.0,1.0,17.43000030517578,18.209999084472656,19.06999969482422,19.5,20.959999084472656
364,GTY,Getty Realty Corporation,NYSE,Finance,Real Estate,1.48,1600819200.0,0,0.0,0.0,0.0,0.0,2020-07-21,0.28,0.26,-6.47,2020-10-21,-64.0,-0.11157467617824524,0.9205251825181368,1.0,0.0,1.0,0.0,29.559999465942383,30.200000762939453,29.3700008392334,29.829999923706055,29.270000457763672
365,GIL,"Gildan Activewear, Inc.",NYSE,Consumer Non-Durables,Apparel,,1583884800.0,0,0.0,0.0,0.0,3.0,2020-07-29,-0.38,-0.99,-161.21,,140.0,0.7663655873273859,0.5543253231094886,1.0,0.0,1.0,1.0,16.90999984741211,17.0,16.690000534057617,16.93000030517578,17.3799991607666
366,CO,Global Cord Blood Corporation,NYSE,Finance,Business Services,,1532995200.0,0,0.0,0.0,0.0,0.0,2020-08-25,-,-,-,,756.0,-0.11148260269438368,0.7293958107216045,1.0,0.0,0.0,1.0,3.559999942779541,3.5999999046325684,3.5199999809265137,3.5199999809265137,3.619999885559082
367,GMS,GMS Inc.,NYSE,Consumer Services,RETAIL: Building Materials,,0.0,0,0.0,0.0,0.0,1.0,2020-09-02,0.81,0.94,+15.48,2020-12-03,0.0,-0.026344962627069066,0.8274332660011317,1.0,1.0,1.0,1.0,25.639999389648438,25.8799991607666,26.280000686645508,26.489999771118164,27.700000762939453
368,GOL,Gol Linhas Aereas Inteligentes S.A.,NYSE,Transportation,Air Freight/Delivery Services,,1304553600.0,0,0.0,0.0,0.0,0.0,2020-07-30,-0.91,-2.09,-129.7,,3374.0,-0.23042538856282363,0.4558380075990446,0.0,0.0,1.0,0.0,7.25,7.159999847412109,7.170000076293945,7.409999847412109,7.159999847412109
369,GFI,Gold Fields Limited,NYSE,Basic Industries,Precious Metals,0.19,1599696000.0,0,0.0,1.0,0.0,0.0,2020-08-19,0.25,-,-,,-22.0,-0.5314933052841962,2.3296035024249955,1.0,1.0,1.0,1.0,11.648590087890625,12.194772720336914,12.1649808883667,12.8700532913208,12.830331802368164
370,GS,"Goldman Sachs Group, Inc. (The)",NYSE,Finance,Investment Bankers/Brokers/Service,5.0,1598832000.0,0,0.0,4.0,0.0,5.0,2020-07-14,3.79,6.26,+65.39,2020-10-13,-48.0,-0.2257754304132151,0.924728912887276,1.0,0.0,1.0,1.0,198.16026306152344,201.03286743164062,195.64547729492188,204.32293701171875,207.6229705810547
371,GRC,Gorman-Rupp Company (The),NYSE,Capital Goods,Fluid Controls,0.58,1597276800.0,0,0.0,0.0,0.0,0.0,2020-07-23,0.19,0.28,+47.37,2020-10-23,-21.0,0.8623762235346242,0.8301084220278756,1.0,0.0,1.0,1.0,31.259395599365234,31.259395599365234,31.02039337158203,31.368938446044922,31.339061737060547
372,GPX,GP Strategies Corporation,NYSE,Consumer Services,Other Consumer Services,,0.0,0,0.0,0.0,0.0,1.0,2020-08-06,-0.04,-0.04,+6.98,,0.0,-0.3700551561081003,0.6379527653364168,0.0,0.0,0.0,1.0,7.980000019073486,7.429999828338623,7.369999885559082,7.539999961853027,8.119999885559082
373,GHM,Graham Corporation,NYSE,Technology,Industrial Machinery/Components,0.44,1597881600.0,0,0.0,0.0,0.0,0.0,2020-06-09,-0.17,0.06,+135.29,,-72.0,1.2642272630369815,0.5622400501153404,1.0,1.0,1.0,1.0,12.539741516113281,12.57905101776123,13.158866882324219,15.311063766479492,13.768165588378906
374,GPK,Graphic Packaging Holding Company,NYSE,Consumer Durables,Containers/Packaging,0.3,1600041600.0,0,0.0,1.0,0.0,1.0,2020-07-20,0.19,0.26,+39.78,2020-10-20,-56.0,-0.3527761787262747,0.8599919520295626,1.0,1.0,1.0,1.0,13.587081909179688,13.925267219543457,14.07446575164795,14.183878898620605,14.163985252380371
375,AJX,Great Ajax Corp.,NYSE,Consumer Services,Real Estate Investment Trusts,0.68,1597276800.0,0,0.0,2.0,0.0,0.0,2020-08-03,0.24,0.27,+12.5,2020-11-03,-10.0,-0.13442235482306475,0.5988696437753928,0.0,1.0,0.0,1.0,8.431314468383789,8.342874526977539,8.490275382995605,8.411662101745605,8.470621109008789
376,GBX,"Greenbrier Companies, Inc. (The)",NYSE,Capital Goods,Railroads,1.08,1595894400.0,0,0.0,1.0,0.0,0.0,2020-07-09,0.14,1.05,+666.42,2020-10-23,-19.0,-0.36963018727392805,0.8409588701914417,1.0,1.0,0.0,1.0,21.86636734008789,22.767154693603516,22.767154693603516,21.589200973510742,22.40089988708496
377,GHG,GreenTree Hospitality Group Ltd.,NYSE,Consumer Services,Hotels/Resorts,0.55,1577059200.0,0,0.0,0.0,0.0,0.0,2020-06-03,0.09,0.27,+217.65,,163.0,-0.5114350292658734,1.246197226185492,0.0,1.0,1.0,1.0,12.020000457763672,11.729999542236328,13.270000457763672,14.449999809265137,13.880000114440918
378,GEF,"Greif, Inc.",NYSE,,,1.76,1600214400.0,0,0.0,0.0,0.0,0.0,2020-08-25,0.85,0.85,-0.35,2020-12-02,-22.0,0.44868923620231455,0.933810967840587,0.0,0.0,0.0,0.0,40.040000915527344,39.790000915527344,38.709999084472656,37.81999969482422,39.400001525878906
379,GPI,"Group 1 Automotive, Inc.",NYSE,Consumer Durables,Automotive Aftermarket,,1582848000.0,0,0.0,4.0,0.0,0.0,2020-07-29,0.68,3.77,+456.87,2020-10-22,152.0,1.3038093363298713,0.7014108587489072,1.0,1.0,1.0,1.0,82.7699966430664,84.43000030517578,85.19999694824219,88.04000091552734,85.7300033569336
380,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",NYSE,Transportation,Aerospace,4.32,1574294400.0,0,0.0,0.0,0.0,0.0,2020-07-22,-0.64,-0.44,+30.36,,244.0,-0.6202977920526551,0.677320941159734,1.0,0.0,0.0,0.0,65.3499984741211,65.56999969482422,64.47000122070312,62.619998931884766,64.69999694824219
381,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",NYSE,Transportation,Aerospace,,1559606400.0,0,0.0,0.0,0.0,0.0,2020-07-21,-0.69,-0.75,-8.07,,413.0,-0.9899644610553224,0.6406178014630436,1.0,1.0,0.0,0.0,102.19999694824219,103.45999908447266,102.26000213623047,99.5199966430664,99.08999633789062
382,SUPV,Grupo Supervielle S.A.,NYSE,Finance,Commercial Banks,0.04,1590537600.0,0,0.0,0.0,0.0,0.0,2020-08-24,0.19,0.22,+11.92,,89.0,-0.9143496399933236,1.0087247501941397,0.0,0.0,1.0,0.0,2.559999942779541,2.5399999618530273,2.4700000286102295,2.559999942779541,2.5199999809265137
383,TV,Grupo Televisa S.A.,NYSE,Consumer Services,Broadcasting,,1559088000.0,0,0.0,0.0,0.0,0.0,2020-07-06,0.02,0.12,+629.41,,404.0,-0.8035049663486044,0.5236098299101183,0.0,0.0,1.0,1.0,5.269999980926514,5.239999771118164,5.260000228881836,5.329999923706055,5.369999885559082
384,GSX,GSX Techedu Inc.,NYSE,Consumer Services,Other Consumer Services,,0.0,0,0.0,0.0,0.0,2.0,2020-09-01,0.38,0.29,-24.28,,0.0,-0.33938027015885236,5.29240088745024,0.0,0.0,0.0,0.0,87.94999694824219,83.5,81.93000030517578,81.58999633789062,85.4000015258789
385,GSH,Guangshen Railway Company Limited,NYSE,Transportation,Railroads,0.42,1593129600.0,0,0.0,0.0,0.0,0.0,2020-08-26,-,-,-,,61.0,0.7236559259207186,0.6721259520972762,0.0,0.0,0.0,0.0,10.550000190734863,10.369999885559082,10.350000381469727,10.319999694824219,10.239999771118164
386,GES,"Guess?, Inc.",NYSE,Consumer Non-Durables,Apparel,0.45,1600128000.0,0,0.0,0.0,0.0,0.0,2020-09-01,-0.57,-0.01,+98.26,2020-11-24,-14.0,0.05243439966163533,0.6183832706352302,0.0,0.0,1.0,0.0,11.8252534866333,11.171048164367676,11.745955467224121,11.96402359008789,11.399028778076172
387,GWRE,"Guidewire Software, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,,0.0,0,0.0,1.0,1.0,0.0,2020-09-01,0.45,0.83,+85.27,2020-12-03,0.0,-0.2951759896644972,0.922430146129758,1.0,0.0,1.0,1.0,110.31999969482422,111.29000091552734,109.33000183105469,112.08999633789062,112.30999755859375
388,HRB,"H&R Block, Inc.",NYSE,Consumer Services,Other Consumer Services,1.04,1599696000.0,0,0.0,0.0,0.0,2.0,2020-08-31,0.5,0.55,+10.44,2020-12-02,-10.0,0.07650932213703865,0.635264898597241,0.0,0.0,0.0,1.0,14.617801666259766,14.470346450805664,14.018147468566895,14.50966739654541,14.637462615966797
389,FUL,H. B. Fuller Company,NYSE,Basic Industries,Home Furnishings,0.66,1595289600.0,0,0.0,2.0,0.0,2.0,2020-06-23,0.55,0.68,+22.74,2020-09-23,-28.0,0.4888260032484215,0.8144477081417153,0.0,0.0,0.0,1.0,42.007659912109375,41.93791198730469,41.77848815917969,41.848236083984375,42.416175842285156
390,HBB,Hamilton Beach Brands Holding Company,NYSE,Consumer Durables,Home Furnishings,0.38,1598832000.0,0,0.0,0.0,0.0,0.0,2020-07-22,0.09,-0.1,-211.11,,-40.0,-0.5385107904549533,0.5604289810576362,0.0,0.0,1.0,1.0,10.372499465942383,10.263001441955566,10.193320274353027,10.710949897766113,11.029491424560547
391,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",NYSE,Consumer Services,Real Estate Investment Trusts,1.36,1601510400.0,0,0.0,0.0,0.0,2.0,2020-08-05,0.32,0.4,+25.39,2020-10-28,-57.0,0.636422718243319,1.1585177103665498,0.0,1.0,1.0,1.0,34.970001220703125,34.83000183105469,35.029998779296875,35.400001525878906,36.33000183105469
392,HIG,"Hartford Financial Services Group, Inc. (The)",NYSE,Finance,Property-Casualty Insurers,1.3,1598832000.0,0,0.0,4.0,0.0,0.0,2020-07-15,1.22,1.22,-,2020-11-02,-47.0,-0.4806338685106067,0.6386138445891073,0.0,0.0,0.0,1.0,37.355224609375,35.52962875366211,37.11709976196289,37.30561065673828,38.43669128417969
393,HDB,HDFC Bank Limited,NYSE,Finance,Commercial Banks,,1564531200.0,0,0.0,0.0,0.0,0.0,2020-07-16,0.38,0.5,+32.45,,351.0,0.6796435076580046,0.7476329252626572,0.0,0.0,0.0,0.0,48.54999923706055,48.38999938964844,47.02000045776367,46.29999923706055,46.72999954223633
394,HTA,"Healthcare Trust of America, Inc.",NYSE,Consumer Services,Real Estate Investment Trusts,1.26,1593561600.0,0,0.0,0.0,0.0,0.0,2020-08-05,0.05,0.06,+15.38,2020-10-26,35.0,1.1733465801676766,0.9157603842173443,0.0,0.0,0.0,0.0,27.809999465942383,27.780000686645508,27.610000610351562,27.15999984741211,27.420000076293945
395,HL,Hecla Mining Company,NYSE,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),0.01,1597708800.0,0,0.0,1.0,1.0,3.0,2020-07-10,-,0.01,-,2020-11-05,-39.0,0.3245092289624791,1.2668099353325215,1.0,1.0,1.0,1.0,3.2684600353240967,3.3884036540985107,3.598304510116577,3.788215160369873,4.018106937408447
396,HEI,Heico Corporation,NYSE,Capital Goods,Aerospace,0.16,1593475200.0,0,0.0,0.0,0.0,2.0,2020-08-25,-,-,-,2020-12-14,56.0,0.6353793801164482,0.7817306416311807,1.0,1.0,1.0,1.0,105.26000213623047,106.63999938964844,106.0199966430664,105.80000305175781,110.66000366210938
397,PSV,Hermitage Offshore Services Ltd.,NYSE,Transportation,Marine Transportation,,1527120000.0,0,0.0,0.0,0.0,0.0,2020-06-03,-,-0.25,-,2020-11-16,741.0,-0.7798401048705267,0.3387526961168484,1.0,1.0,1.0,0.0,0.5,0.5,0.5099999904632568,0.5360000133514404,0.49000000953674316
398,HPE,Hewlett Packard Enterprise Company,NYSE,Technology,Retail: Computer Software & Peripheral Equipment,0.48,1599523200.0,0,0.0,0.0,0.0,1.0,2020-08-24,0.23,0.32,+40.35,2020-11-23,-15.0,-0.795091954147518,0.6311749643336773,0.0,0.0,0.0,0.0,9.34162712097168,9.331751823425293,9.30212688446045,9.144129753112793,9.213253021240234
399,HEXO,HEXO Corp.,NYSE,Consumer Durables,Specialty Chemicals,,0.0,0,0.0,0.0,1.0,1.0,2020-06-10,-0.05,-0.07,-32.08,,0.0,0.5767908046165028,0.2817592469336074,1.0,1.0,1.0,1.0,0.6909999847412109,0.7300000190734863,0.8069999814033508,1.190000057220459,1.090000033378601
400,HMLP,Hoegh LNG Partners LP,NYSE,Consumer Services,Marine Transportation,1.76,1595980800.0,0,0.0,0.0,0.0,1.0,2020-08-19,0.34,0.5,+48.37,2020-11-19,21.0,0.4162905387895043,0.7668782718782522,1.0,1.0,1.0,0.0,10.859999656677246,10.960000038146973,11.399999618530273,11.420000076293945,10.109999656677246
401,HD,"Home Depot, Inc. (The)",NYSE,Consumer Services,RETAIL: Building Materials,6.0,1599004800.0,0,0.0,12.0,0.0,4.0,2020-08-17,3.71,4.02,+8.3,2020-11-17,-16.0,1.0941756896546093,1.2355227927496348,1.0,1.0,1.0,1.0,273.288818359375,273.4778137207031,280.10284423828125,280.1824645996094,279.0782470703125
402,HON,Honeywell International Inc.,NYSE,Capital Goods,Aerospace,3.6,1597276800.0,0,0.0,3.0,0.0,3.0,2020-07-23,1.21,1.26,+3.87,2020-10-15,-21.0,1.1057286010123037,0.8364369115762791,1.0,1.0,1.0,1.0,152.21929931640625,154.12850952148438,152.52755737304688,153.8898468017578,153.74069213867188
403,HRL,Hormel Foods Corporation,NYSE,Consumer Non-Durables,Meat/Poultry/Fish,0.93,1594339200.0,0,0.0,0.0,0.0,0.0,2020-08-24,0.35,0.37,+7.25,2020-11-24,45.0,0.8540930020054887,1.1727881571032015,1.0,1.0,1.0,1.0,52.41999816894531,52.709999084472656,52.43000030517578,52.54999923706055,52.68000030517578
404,HOV,Hovnanian Enterprises Inc,NYSE,Capital Goods,Homebuilding,,0.0,0,0.0,0.0,0.0,0.0,2020-09-02,-,2.16,-,2020-12-03,0.0,0.5564636431314648,1.3656801910519059,0.0,0.0,0.0,1.0,33.720001220703125,32.83000183105469,33.279998779296875,31.31999969482422,34.06999969482422
405,HWM,Howmet Aerospace Inc.,NYSE,Capital Goods,Metal Fabrications,,1580947200.0,0,0.0,0.0,0.0,0.0,2020-08-05,0.06,0.12,+96.72,2020-11-03,181.0,-0.34736985260848774,0.5015052025478913,0.0,0.0,0.0,0.0,15.270000457763672,15.130000114440918,14.779999732971191,15.130000114440918,15.020000457763672
406,HPQ,HP Inc.,NYSE,Technology,Computer Manufacturing,0.7,1599523200.0,0,0.0,0.0,0.0,6.0,2020-08-26,0.43,0.49,+14.49,2020-11-24,-13.0,0.15842753879137172,0.921877300380104,1.0,1.0,1.0,1.0,17.973976135253906,17.983884811401367,18.063152313232422,18.47930908203125,18.271230697631836
407,HMI,Huami Corporation,NYSE,Technology,Computer Manufacturing,,0.0,0,0.0,0.0,0.0,0.0,2020-08-17,0.35,0.3,-15.01,,0.0,-0.5767011073670895,1.1958296001540776,1.0,1.0,1.0,1.0,12.210000038146973,13.460000038146973,13.75,14.59000015258789,14.600000381469727
408,HUD,Hudson Ltd.,NYSE,Consumer Services,Department/Specialty Retail Stores,,0.0,0,0.0,0.0,0.0,1.0,2020-06-16,-0.34,-0.28,+16.91,,0.0,0.9168560980270218,0.4266954229299965,0.0,0.0,0.0,0.0,7.139999866485596,6.679999828338623,5.599999904632568,5.980000019073486,6.329999923706055
409,HCFT,"Hunt Companies Finance Trust, Inc.",NYSE,Consumer Services,Real Estate Investment Trusts,0.3,1593388800.0,0,0.0,0.0,0.0,0.0,2020-08-06,0.08,0.09,+20,,38.0,-1.0407120092398097,0.7756712048048846,1.0,1.0,1.0,1.0,2.1700000762939453,2.2100000381469727,2.2300000190734863,2.2300000190734863,2.240000009536743
