,Symbol,Name,Exchange,Sector,industry,dividendRate,exDividendDate,lastSplitDate,lastSplitFactor,Buy,Sell,Hold,Previous_Earnings_Date,Expected,Actual,Surprise,Future Earnings Date
1581,SNDL,Sundial Growers Inc.,Nasdaq,Consumer Durables,Specialty Chemicals,,,,,0,0,1,2020-08-14,-0.15,-0.43,-186.67,
1582,SUPN,"Supernus Pharmaceuticals, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,1,0,0,2020-08-18,0.42,0.65,+54.76,
1583,SRGA,"Surgalign Holdings, Inc.",Nasdaq,Health Care,Industrial Specialties,,,,,0,0,0,2020-06-29,-0.05,-0.24,-352.83,
1584,SWKH,SWK Holdings Corporation,Nasdaq,Finance,Diversified Financial Services,,,,,0,0,0,2020-08-17,0.15,0.31,+106.67,
1585,SYNL,Synalloy Corporation,Nasdaq,Basic Industries,Steel/Iron Ore,,1543449600,,,0,0,0,2020-09-03,-,-,-,
1586,SNPS,"Synopsys, Inc.",Nasdaq,Technology,Computer Software: Prepackaged Software,,,,,7,0,0,2020-08-18,1.35,1.74,+29.37,2020-12-02
1587,TTOO,"T2 Biosystems, Inc.",Nasdaq,Health Care,Medical/Dental Instruments,,,,,0,0,0,2020-08-10,-0.15,-0.09,+40,
1588,TEDU,"Tarena International, Inc.",Nasdaq,Consumer Services,Other Consumer Services,,1522800000,,,0,0,0,2020-06-11,-,-,-,
1589,TATT,TAT Technologies Ltd.,Nasdaq,Capital Goods,Aerospace,,1496620800,,,0,0,0,2020-08-27,-,-,-,2020-11-27
1590,CGBD,"TCG BDC, Inc.",Nasdaq,,,1.28,1601337600,,,0,1,0,2020-08-03,0.36,0.38,+6.44,
1591,AMTD,TD Ameritrade Holding Corporation,Nasdaq,Finance,Investment Bankers/Brokers/Service,1.24,1596672000,,,1,0,7,2020-07-20,0.85,1.09,+27.78,2020-10-19
1592,GLG,"TD Holdings, Inc.",Nasdaq,Finance,Major Banks,,,,,0,0,0,2020-06-26,-,-,-,
1593,TCCO,Technical Communications Corporation,Nasdaq,Technology,Radio And Television Broadcasting And Communications Equipment,,1355788800,,,0,0,0,2020-08-07,-,-,-,
1594,TELA,"TELA Bio, Inc.",Nasdaq,Health Care,Medical/Dental Instruments,,,,,4,0,0,2020-08-11,-0.59,-0.53,+9.86,
1595,TLGT,"Teligent, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-18,-1.7,-1.54,+9.41,
1596,TENX,"Tenax Therapeutics, Inc.",Nasdaq,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,0,0,0,2020-08-17,-0.21,-0.23,-9.52,2020-11-12
1597,TBNK,Territorial Bancorp Inc.,Nasdaq,Finance,Savings Institutions,0.92,1597190400,,,1,0,0,2020-07-29,0.43,0.47,+9.3,
1598,TCBI,"Texas Capital Bancshares, Inc.",Nasdaq,Finance,Major Banks,,,,,1,0,8,2020-07-21,0.16,-0.73,-564.97,
1599,TCBIP,"Texas Capital Bancshares, Inc.",Nasdaq,Finance,Major Banks,1.62,1598832000,,,0,0,0,2020-07-21,0.16,-0.73,-564.97,2020-10-14
1600,WTER,The Alkaline Water Company Inc.,Nasdaq,Consumer Non-Durables,Food Distributors,,,,,1,0,0,2020-08-12,-0.08,-0.05,+37.5,
1601,ANDE,"The Andersons, Inc.",Nasdaq,Consumer Services,Farming/Seeds/Milling,0.7,1601424000,,,0,0,0,2020-08-03,-0.28,0.88,+414.29,2020-11-03
1602,BPRN,The Bank of Princeton,Nasdaq,,,0.4,1597276800,,,0,0,2,2020-07-22,0.29,0.45,+53.58,
1603,DSGX,The Descartes Systems Group Inc.,Nasdaq,Technology,Computer Software: Prepackaged Software,,,,,0,0,0,2020-09-08,0.12,0.12,-2.44,
1604,HAIN,"The Hain Celestial Group, Inc.",Nasdaq,Consumer Non-Durables,Packaged Foods,,,,,0,0,0,2020-08-24,0.27,0.32,+17.22,2020-11-05
1605,LOVE,The Lovesac Company,Nasdaq,Consumer Services,Other Specialty Stores,,,,,2,0,0,2020-09-08,-0.48,-0.08,+83.37,
1606,MIK,"The Michaels Companies, Inc.",Nasdaq,Consumer Services,Recreational Products/Toys,,,,,1,1,0,2020-09-02,-0.08,0.3,+457.14,2020-12-03
1607,OLB,"The OLB Group, Inc.",Nasdaq,Miscellaneous,Business Services,,,,,0,0,0,2020-08-17,-,-,-,
1608,SMPL,The Simply Good Foods Company,Nasdaq,Consumer Non-Durables,Packaged Foods,,,,,0,0,0,2020-07-07,0.15,0.26,+68.83,
1609,THTX,Theratechnologies Inc.,Nasdaq,Health Care,Major Pharmaceuticals,,,,,1,0,0,2020-07-14,-0.05,-0.08,-60,
1610,TSBK,"Timberland Bancorp, Inc.",Nasdaq,Finance,Banks,0.8,1597276800,,,0,0,0,2020-07-27,-,-,-,2020-10-29
1611,TITN,Titan Machinery Inc.,Nasdaq,Consumer Services,Other Specialty Stores,,,,,0,0,0,2020-08-26,-0.01,0.29,+2033.33,2020-11-24
1612,TLSA,Tiziana Life Sciences plc,Nasdaq,Health Care,Major Pharmaceuticals,,,2020-07-31 00:00:00,2499:1000,0,0,0,2020-06-16,-,-,-,
1613,TRCH,"Torchlight Energy Resources, Inc.",Nasdaq,Energy,Oil & Gas Production,,,,,0,0,0,2020-06-04,-,-,-,
1614,TBLT,"ToughBuilt Industries, Inc.",Nasdaq,Capital Goods,Industrial Machinery/Components,,,,,0,0,0,2020-08-14,-0.14,-0.11,+21.43,
1615,TA,TravelCenters of America Inc. ,Nasdaq,Consumer Durables,Automotive Aftermarket,,,,,1,0,0,2020-08-04,0.68,0.26,-61.76,2020-11-03
1616,TZOO,Travelzoo,Nasdaq,Consumer Services,Advertising,,,,,0,0,0,2020-06-24,-,-0.09,-,
1617,TIG,"Trean Insurance Group, Inc.",Nasdaq,Finance,Property-Casualty Insurers,,,,,0,0,0,2020-08-26,0.12,0.09,-23.08,
1618,TPCO,Tribune Publishing Company,Nasdaq,Consumer Services,Newspapers/Magazines,1,1582848000,,,0,0,0,2020-06-04,0.02,-0.99,-5050,
1619,TCBK,TriCo Bancshares,Nasdaq,Finance,Major Banks,0.88,1599696000,,,1,0,1,2020-07-27,0.47,0.25,-46.58,2020-10-26
1620,TRIB,Trinity Biotech plc,Nasdaq,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,1433462400,,,0,0,0,2020-08-24,-,-,-,2020-10-14
1621,TCOM,Trip.com Group Limited,Nasdaq,Miscellaneous,Business Services,,1213056000,,,2,0,1,2020-05-28,-3.63,-3.73,-2.87,2020-11-11
1622,TSC,"TriState Capital Holdings, Inc.",Nasdaq,Finance,Major Banks,,,,,0,0,0,2020-07-21,0.21,0.3,+42.18,
1623,TSCBP,"TriState Capital Holdings, Inc.",Nasdaq,Finance,Major Banks,1.59,1600041600,,,0,0,0,2020-07-21,0.21,0.3,+42.18,2020-10-14
1624,TBK,"Triumph Bancorp, Inc.",Nasdaq,Finance,Major Banks,,,,,1,1,3,2020-07-15,0.14,-,-,2020-10-14
1625,TRST,TrustCo Bank Corp NY,Nasdaq,Finance,Major Banks,0.27,1599091200,,,1,0,0,2020-07-20,0.11,0.12,+6.36,2020-10-21
1626,TC,TuanChe Limited,Nasdaq,Miscellaneous,Business Services,,,,,0,0,0,2020-07-01,-0.85,-0.68,+19.81,2020-09-18
1627,TOUR,Tuniu Corporation,Nasdaq,Consumer Services,Transportation Services,,,,,0,0,0,2020-08-27,-,-0.35,-,2020-11-17
1628,GROW,"U.S. Global Investors, Inc.",Nasdaq,Finance,Investment Managers,0.03,1599782400,,,0,0,0,2020-09-09,-,-,-,
1629,USAU,U.S. Gold Corp.,Nasdaq,,,,1525651200,,,3,0,0,2020-09-10,-,-,-,
1630,ULTA,"Ulta Beauty, Inc.",Nasdaq,Consumer Services,Other Specialty Stores,,1331856000,,,2,0,1,2020-08-26,0.06,0.73,+1158.62,2020-12-03
1631,UMBF,UMB Financial Corporation,Nasdaq,Finance,Major Banks,1.24,1599609600,,,0,0,0,2020-07-27,0.37,1.26,+240.54,2020-10-27
1632,UNB,"Union Bankshares, Inc.",Nasdaq,Finance,Major Banks,1.28,1595548800,,,0,0,0,2020-07-15,-,-,-,
1633,UAL,"United Airlines Holdings, Inc.",Nasdaq,Transportation,Air Freight/Delivery Services,,1199664000,,,3,0,4,2020-07-20,-9.02,-9.31,-3.25,2020-10-13
1634,UBCP,"United Bancorp, Inc.",Nasdaq,Finance,Major Banks,0.57,1599609600,,,0,0,0,2020-07-28,-,-,-,
1635,UBOH,"United Bancshares, Inc.",Nasdaq,Finance,Major Banks,0.56,1598572800,,,0,0,0,2020-07-23,-,-,-,
1636,UBSI,"United Bankshares, Inc.",Nasdaq,Finance,Major Banks,1.4,1599696000,,,0,0,1,2020-07-23,0.43,0.44,+3.29,2020-10-22
1637,UCBI,"United Community Banks, Inc.",Nasdaq,Finance,Major Banks,0.72,1600041600,,,0,0,2,2020-07-21,0.34,-,-,2020-10-20
1638,UCBIO,"United Community Banks, Inc.",Nasdaq,Finance,Major Banks,1.81,1598572800,,,0,0,0,2020-07-20,0.32,0.32,+1.27,2020-10-20
1639,UBFO,United Security Bancshares,Nasdaq,Finance,Major Banks,0.44,1593648000,,,0,0,0,2020-07-14,-,-,-,2020-10-14
1640,UG,"United-Guardian, Inc.",Nasdaq,Consumer Non-Durables,Package Goods/Cosmetics,0.84,1591056000,,,0,0,0,2020-08-07,-,-,-,
1641,UNTY,"Unity Bancorp, Inc.",Nasdaq,Finance,Major Banks,0.32,1599696000,,,0,0,0,2020-07-22,0.38,0.47,+22.72,2020-11-03
1642,UBX,"Unity Biotechnology, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-07-30,-0.51,-0.38,+25.64,
1643,ULH,"Universal Logistics Holdings, Inc.",Nasdaq,Transportation,Trucking Freight/Courier Services,,1582848000,,,0,0,1,2020-07-31,0.08,0.23,+187.5,
1644,USAP,"Universal Stainless & Alloy Products, Inc.",Nasdaq,Basic Industries,Steel/Iron Ore,,,,,0,0,0,2020-07-28,-0.28,-0.27,+3.57,
1645,UVSP,Univest Financial Corporation,Nasdaq,Finance,Major Banks,0.8,1599177600,,,1,0,0,2020-07-21,0.24,0.07,-70.59,
1646,TIGR,UP Fintech Holding Limited,Nasdaq,Finance,Investment Bankers/Brokers/Service,,,,,0,0,0,2020-08-17,-,0.02,-,
1647,UONEK,"Urban One, Inc. ",Nasdaq,Consumer Services,Broadcasting,,,,,0,0,0,2020-05-28,-,-,-,
1648,URBN,"Urban Outfitters, Inc.",Nasdaq,Consumer Services,Clothing/Shoe/Accessory Stores,,,,,0,1,0,2020-08-24,-0.4,0.35,+187.94,2020-11-23
1649,UROV,Urovant Sciences Ltd.,Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-06-17,-1.25,-1.68,-34.94,
1650,USIO,"Usio, Inc.",Nasdaq,Finance,Investment Bankers/Brokers/Service,,,,,0,0,0,2020-08-14,-0.09,-0.1,-11.11,
1651,UXIN,Uxin Limited,Nasdaq,Miscellaneous,Business Services,,,,,0,0,0,2020-09-08,-,-,-,
1652,VLY,Valley National Bancorp,Nasdaq,Finance,Major Banks,0.44,1600041600,,,1,0,2,2020-07-22,0.21,0.23,+9.52,2020-10-22
1653,VLYPP,Valley National Bancorp,Nasdaq,Finance,Major Banks,1.56,1600041600,,,0,0,0,2020-07-22,0.21,0.23,+9.52,2020-10-22
1654,VALU,"Value Line, Inc.",Nasdaq,Finance,Investment Managers,0.84,1595548800,,,0,0,0,2020-09-10,-,-,-,2020-12-11
1655,VBLT,Vascular Biogenics Ltd.,Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-12,-0.14,-0.14,-1.45,2020-11-12
1656,VSTA,Vasta Platform Limited,Nasdaq,Consumer Services,Other Consumer Services,,,,,0,0,0,2020-08-20,-,-,-,
1657,VRA,"Vera Bradley, Inc.",Nasdaq,Consumer Non-Durables,Apparel,,,,,0,0,0,2020-09-01,-0.07,0.32,+584.85,2020-12-09
1658,VERB,"Verb Technology Company, Inc.",Nasdaq,Consumer Services,Other Consumer Services,,,,,0,0,0,2020-08-13,-0.1,-0.11,-4.76,
1659,VRNT,Verint Systems Inc.,Nasdaq,Technology,EDP Services,,,,,1,0,0,2020-09-08,0.69,1.06,+52.96,2020-12-02
1660,VRSK,"Verisk Analytics, Inc.",Nasdaq,Technology,EDP Services,1.08,1600041600,,,4,1,1,2020-08-03,1.19,1.29,+8.22,2020-10-27
1661,VERX,"Vertex, Inc.",Nasdaq,Technology,Computer Software: Prepackaged Software,,,,,0,0,0,2020-09-08,0.08,0.16,+110.53,
1662,VIE,"Viela Bio, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,5,0,0,2020-08-11,-1.09,-0.74,+31.92,
1663,VBFC,Village Bank and Trust Financial Corp.,Nasdaq,Finance,Major Banks,,,,,0,0,0,2020-07-29,-,-,-,
1664,VLGEA,"Village Super Market, Inc.",Nasdaq,Consumer Services,Food Chains,1,1601424000,,,0,0,0,2020-06-02,-,-,-,2020-12-01
1665,VIR,"Vir Biotechnology, Inc.",Nasdaq,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0,0,0,2020-08-10,-0.62,-0.27,+56.24,
1666,VIRC,Virco Manufacturing Corporation,Nasdaq,Consumer Durables,Industrial Specialties,,1545782400,,,0,0,0,2020-06-11,-0.22,-0.3,-36.36,
1667,VRTS,"Virtus Investment Partners, Inc.",Nasdaq,Finance,Investment Managers,3.28,1603929600,,,1,0,2,2020-07-23,3.02,3.24,+7.21,2020-10-23
1668,VISL,"Vislink Technologies, Inc.",Nasdaq,Capital Goods,Telecommunications Equipment,,,2020-08-03 00:00:00,1:6,0,0,0,2020-08-14,-,-,-,
1669,VITL,"Vital Farms, Inc.",Nasdaq,Consumer Non-Durables,Packaged Foods,,,,,0,0,0,2020-09-09,0.17,0.16,-6.43,
1670,VVPR,VivoPower International PLC,Nasdaq,Public Utilities,Power Generation,,,,,0,0,0,2020-08-24,-,-,-,
1671,VOXX,VOXX International Corporation,Nasdaq,Technology,Electronic Components,,,,,0,0,0,2020-07-13,-,-,-,
1672,VRM,"Vroom, Inc.",Nasdaq,Consumer Durables,Automotive Aftermarket,,,,,0,0,0,2020-06-08,-,-,-,
1673,WBA,"Walgreens Boots Alliance, Inc.",Nasdaq,Health Care,Medical/Nursing Services,1.87,1597708800,,,0,0,2,2020-07-08,1.17,0.83,-29.06,2020-10-26
1674,WSG,Wanda Sports Group Company Limited,Nasdaq,Consumer Services,Services-Misc. Amusement & Recreation,,,,,1,0,0,2020-08-31,-0.27,-0.22,+19.12,
1675,WDFC,WD-40 Company,Nasdaq,Basic Industries,Major Chemicals,2.68,1594857600,,,1,0,0,2020-07-08,1.08,1.06,-1.4,2020-10-15
1676,WB,Weibo Corporation,Nasdaq,Technology,"Computer Software: Programming, Data Processing",,,,,0,0,0,2020-09-15,0.46,-,-,2020-11-12
1677,WTBA,West Bancorporation,Nasdaq,Finance,Major Banks,0.84,1596499200,,,0,0,0,2020-07-22,0.42,0.48,+14.29,2020-10-22
1678,WABC,Westamerica Bancorporation,Nasdaq,Finance,Major Banks,1.64,1596153600,,,0,0,0,2020-07-15,0.65,0.72,+10.09,2020-10-15
1679,WSTL,"Westell Technologies, Inc.",Nasdaq,Public Utilities,Telecommunications Equipment,,,,,0,0,0,2020-06-16,-,-0.09,-,
1680,WNEB,"Western New England Bancorp, Inc.",Nasdaq,Finance,Savings Institutions,0.2,1597104000,,,2,0,0,2020-07-27,0.05,0.08,+50.94,2020-10-20
1681,WPRT,Westport Fuel Systems Inc,Nasdaq,Energy,Industrial Machinery/Components,,,,,1,0,0,2020-06-03,-0.05,-0.11,-129.17,
1682,FREE,"Whole Earth Brands, Inc.",Nasdaq,Consumer Non-Durables,Specialty Foods,,,,,0,0,0,2020-08-14,-,-,-,
1683,WINA,Winmark Corporation,Nasdaq,Consumer Services,Other Specialty Stores,0.8,1597104000,,,0,0,0,2020-07-15,-,-,-,2020-10-14
1684,WTFC,Wintrust Financial Corporation,Nasdaq,Finance,Major Banks,1.12,1596585600,,,1,0,3,2020-07-20,0.7,0.34,-51.5,
1685,WTFCM,Wintrust Financial Corporation,Nasdaq,Finance,Major Banks,1.64,1601424000,,,0,0,0,2020-07-13,-,-,-,2020-10-14
1686,WTFCP,Wintrust Financial Corporation,Nasdaq,Finance,Major Banks,2.88,1601424000,,,0,0,0,2020-07-20,0.7,0.34,-51.5,2020-10-14
1687,WRLD,World Acceptance Corporation,Nasdaq,Finance,Finance: Consumer Services,,,,,0,0,0,2020-07-29,-0.08,2.24,+2831.71,2020-10-29
1688,XELB,"Xcel Brands, Inc",Nasdaq,Miscellaneous,Multi-Sector Companies,,,,,0,0,0,2020-08-18,0.03,0.06,+106.9,
1689,XBIO,"Xenetic Biosciences, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-13,-0.22,-0.15,+31.82,
1690,XSPA,"XpresSpa Group, Inc. ",Nasdaq,Consumer Services,Other Consumer Services,,,2020-06-11 00:00:00,1:3,0,0,0,2020-08-19,-,-,-,
1691,XNET,Xunlei Limited,Nasdaq,Technology,Computer Software: Prepackaged Software,,,,,0,0,0,2020-08-25,-,-,-,
1692,YTRA,"Yatra Online, Inc.",Nasdaq,Consumer Services,Transportation Services,,,,,0,0,0,2020-09-09,-,-,-,
1693,YTEN,"Yield10 Bioscience, Inc.",Nasdaq,Basic Industries,Containers/Packaging,,,,,0,0,0,2020-08-10,-1.3,-0.92,+29.23,
1694,YMAB,"Y-mAbs Therapeutics, Inc.",Nasdaq,Health Care,Major Pharmaceuticals,,,,,1,0,0,2020-08-07,-0.68,-1.01,-48.53,
1695,CTIB,Yunhong CTI Ltd.,Nasdaq,Basic Industries,Specialty Chemicals,,1310601600,,,0,0,0,2020-06-29,-,-,-,
1696,YJ,Yunji Inc.,Nasdaq,Consumer Services,Other Specialty Stores,,,,,0,0,0,2020-08-24,0.3,0.01,-96.67,
1697,ZEAL,Zealand Pharma A/S,Nasdaq,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-12,-2.74,-1.57,+42.7,
1698,ZM,"Zoom Video Communications, Inc.",Nasdaq,Technology,"Computer Software: Programming, Data Processing",,,,,2,1,9,2020-06-01,0.09,0.2,+117.39,2020-12-04
1699,ZI,ZoomInfo Technologies Inc.,Nasdaq,Technology,Computer Software: Prepackaged Software,,,,,0,0,0,2020-06-04,-,-,-,
1700,ZS,"Zscaler, Inc.",Nasdaq,Technology,EDP Services,,,,,3,0,3,2020-09-08,0.03,0.05,+92.31,2020-12-01
1701,ZUMZ,Zumiez Inc.,Nasdaq,Consumer Services,Clothing/Shoe/Accessory Stores,,,,,0,0,0,2020-09-09,0.34,1.01,+201.49,2020-12-03
1702,XXII,"22nd Century Group, Inc",AMEX,Consumer Non-Durables,Farming/Seeds/Milling,,,,,0,0,0,2020-08-05,-0.04,-0.04,-,
1703,ACU,Acme United Corporation.,AMEX,Capital Goods,Industrial Machinery/Components,0.48,1593561600,,,0,0,0,2020-07-16,0.79,0.92,+16.46,
1704,ATNM,"Actinium Pharmaceuticals, Inc.",AMEX,Health Care,Major Pharmaceuticals,,,2020-08-11 00:00:00,1:30,0,0,0,2020-08-13,-0.4,-0.41,-2.5,
1705,ACY,AeroCentury Corp.,AMEX,Technology,Diversified Commercial Services,,,,,0,0,0,2020-08-13,-,-,-,
1706,AIRI,Air Industries Group,AMEX,Capital Goods,Military/Government/Technical,,1447891200,,,0,0,0,2020-08-06,-0.04,-0.05,-25,
1707,AXU,Alexco Resource Corp,AMEX,Basic Industries,Precious Metals,,,,,0,0,0,2020-08-11,-0.01,-0.1,-900,
1708,APT,"Alpha Pro Tech, Ltd.",AMEX,Health Care,Industrial Specialties,,,,,0,0,0,2020-08-03,-,-,-,2020-11-03
1709,AAMC,Altisource Asset Management Corp,AMEX,Finance,Real Estate,,,,,0,0,0,2020-08-14,-,-,-,2020-11-04
1710,AMS,American Shared Hospital Services,AMEX,Health Care,Medical Specialities,,1182988800,,,0,0,0,2020-08-14,-,-,-,
1711,USAS,Americas Gold and Silver Corporation,AMEX,Basic Industries,Precious Metals,,,,,1,0,0,2020-08-13,-0.06,-0.09,-50,
1712,AMPE,"Ampio Pharmaceuticals, Inc.",AMEX,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-07-30,-0.04,-0.02,+50,2020-11-05
1713,ANVS,"Annovis Bio, Inc.",AMEX,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-07-28,-0.15,-0.34,-126.67,
1714,ARMP,"Armata Pharmaceuticals, Inc.",AMEX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,1,0,0,2020-08-12,-0.37,-0.26,+30.29,2020-11-10
1715,AINC,Ashford Inc.,AMEX,Consumer Services,Professional Services,,,,,0,0,0,2020-07-30,-0.1,0.12,+220,
1716,AUG,Auryn Resources Inc.,AMEX,Basic Industries,Precious Metals,,,,,1,0,0,2020-08-10,-0.02,-0.02,-,
1717,ASM,Avino Silver,AMEX,Basic Industries,Precious Metals,,,,,0,0,0,2020-08-10,-,-0.02,-566.67,
1718,BTN,"Ballantyne Strong, Inc",AMEX,Miscellaneous,Industrial Machinery/Components,,,,,0,0,0,2020-08-12,-,-,-,
1719,BHB,"Bar Harbor Bankshares, Inc.",AMEX,Finance,Major Banks,0.88,1597622400,,,0,0,0,2020-07-27,-,-,-,
1720,BRN,"Barnwell Industries, Inc.",AMEX,Energy,Oil & Gas Production,,1220486400,,,0,0,0,2020-08-11,-,-,-,
1721,BIOX,Bioceres Crop Solutions Corp.,AMEX,Basic Industries,Agricultural Chemicals,,,,,0,0,0,2020-09-09,0.22,0.06,-72.09,
1722,PHGE,BiomX Inc.,AMEX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0,0,0,2020-08-13,-,-,-,
1723,BDR,"Blonder Tongue Laboratories, Inc.",AMEX,Technology,Radio And Television Broadcasting And Communications Equipment,,,,,0,0,0,2020-08-07,-,-,-,
1724,CEI,"Camber Energy, Inc.",AMEX,Energy,Oil & Gas Production,,,,,0,0,0,2020-08-19,-,-,-,
1725,CANF,Can-Fite Biopharma Ltd,AMEX,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-26,-0.3,-1.05,-250,
1726,YCBD,"cbdMD, Inc.",AMEX,Consumer Non-Durables,Package Goods/Cosmetics,,,,,0,0,0,2020-08-11,-0.04,-0.17,-385.71,
1727,CCF,Chase Corporation,AMEX,Consumer Durables,Building Products,0.8,1574640000,,,0,0,0,2020-07-07,-,-,-,
1728,CPHI,"China Pharma Holdings, Inc.",AMEX,Health Care,Major Pharmaceuticals,,,,,0,0,0,2020-08-14,-,-,-,
1729,COHN,Cohen & Company Inc.,AMEX,Finance,Investment Bankers/Brokers/Service,,1558396800,,,0,0,0,2020-08-07,-,-,-,
1730,MCF,Contango Oil & Gas Company,AMEX,Energy,Oil & Gas Production,,1354752000,,,0,0,0,2020-08-18,-,-,-,2020-11-19
1731,CMT,Core Molding Technologies Inc,AMEX,Consumer Non-Durables,Plastic Products,,1526860800,,,0,0,0,2020-08-10,-,-,-,
1732,CVU,"CPI Aerostructures, Inc.",AMEX,Capital Goods,Military/Government/Technical,,,,,0,0,0,2020-08-25,-,-,-,2020-09-28
1733,DLA,"Delta Apparel, Inc.",AMEX,Consumer Non-Durables,Apparel,,1188172800,,,0,0,0,2020-07-29,-3.45,-0.01,+99.71,
1734,DPW,"DPW Holdings, Inc.",AMEX,Capital Goods,Industrial Machinery/Components,,,,,0,0,0,2020-06-30,-,-,-,
1735,ELMD,"Electromed, Inc.",AMEX,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,0,0,0,2020-08-24,-0.15,0.04,+126.67,
1736,ELLO,Ellomay Capital Ltd.,AMEX,Public Utilities,Electric Utilities: Central,,1459728000,,,0,0,0,2020-06-22,-,-,-,2020-12-29
1737,MSN,Emerson Radio Corporation,AMEX,Consumer Non-Durables,Consumer Electronics/Appliances,,1410307200,,,0,0,0,2020-08-13,-,-,-,2020-11-12
1738,ENSV,ENSERVCO Corporation,AMEX,Energy,Oilfield Services/Equipment,,1259798400,,,0,0,0,2020-08-13,-0.05,-0.08,-45.45,2020-11-11
1739,EVBN,"Evans Bancorp, Inc.",AMEX,Finance,Major Banks,1.16,1600041600,,,0,0,0,2020-07-28,0.24,0.09,-62.5,
1740,EPM,"Evolution Petroleum Corporation, Inc.",AMEX,Energy,Oil & Gas Production,0.1,1600041600,,,1,0,0,2020-09-08,-0.02,-0.03,-76.47,
1741,GMO,"General Moly, Inc",AMEX,Basic Industries,Precious Metals,,,,,0,0,0,2020-08-18,-,-,-,
1742,GDP,Goodrich Petroleum Corporation,AMEX,Energy,Oil & Gas Production,,,,,0,0,0,2020-08-10,-0.26,-0.57,-117.56,
1743,AIM,"Hemispherx BioPharma, Inc.",AMEX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,0,0,0,2020-08-13,-0.1,-0.11,-10,
1744,HUSA,Houston American Energy Corporation,AMEX,Energy,Oil & Gas Production,,1292371200,2020-08-03 00:00:00,8:100,0,0,0,2020-08-14,-,-,-,2020-11-12
1745,IMH,"Impac Mortgage Holdings, Inc.",AMEX,Consumer Services,Real Estate Investment Trusts,,1175644800,,,0,0,0,2020-06-25,-,-,-,
1746,IGC,India Globalization Capital Inc.,AMEX,Technology,Electronic Components,,,,,0,0,0,2020-08-18,-,-,-,
1747,MTA,Metalla Royalty & Streaming Ltd.,AMEX,Basic Industries,Precious Metals,0.03,1588204800,,,0,0,0,2020-08-20,-0.01,-0.04,-300,
1748,MXC,Mexco Energy Corporation,AMEX,Energy,Oil & Gas Production,,,,,0,0,0,2020-06-25,-,-,-,
1749,MLSS,"Milestone Scientific, Inc.",AMEX,Health Care,Industrial Specialties,,,,,0,0,0,2020-08-17,-0.04,-0.06,-50,2020-11-12
1750,NAVB,"Navidea Biopharmaceuticals, Inc.",AMEX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,0,0,0,2020-08-12,-0.12,-0.11,+8.33,
1751,NTIP,"Network-1 Technologies, Inc.",AMEX,Miscellaneous,Multi-Sector Companies,0.1,1599782400,,,0,0,0,2020-08-12,-,-,-,
1752,NOG,"Northern Oil and Gas, Inc.",AMEX,Energy,Oil & Gas Production,,,,,1,0,0,2020-08-06,0.03,0.02,-35.48,2020-11-10
1753,NG,Novagold Resources Inc.,AMEX,Basic Industries,Precious Metals,,,,,1,0,0,2020-06-23,-0.02,-0.02,-,
1754,NTN,"NTN Buzztime, Inc.",AMEX,Consumer Services,Broadcasting,,,,,0,0,0,2020-08-07,-,-,-,
1755,NES,"Nuverra Environmental Solutions, Inc.",AMEX,Energy,Oilfield Services/Equipment,,,,,0,0,0,2020-06-29,-,-,-,
1756,OBLG,Oblong Inc.,AMEX,Technology,"Computer Software: Programming, Data Processing",,,,,0,0,0,2020-08-14,-,-,-,2020-11-12
1757,PLAG,Planet Green Holdings Corp,AMEX,Consumer Non-Durables,Packaged Foods,,1176336000,,,0,0,0,2020-07-31,-,-,-,2020-11-12
1758,PLG,Platinum Group Metals Ltd.,AMEX,Basic Industries,Precious Metals,,,,,0,0,0,2020-07-14,-,-,-,
1759,RHE,"Regional Health Properties, Inc.",AMEX,Health Care,Hospital/Nursing Management,,1444694400,,,0,0,0,2020-08-20,-,-,-,
1760,RVP,"Retractable Technologies, Inc.",AMEX,Health Care,Medical/Dental Instruments,,,,,0,0,0,2020-08-17,-,-,-,
